               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.022094,            0.032821,           0.0052367,             0.98601,             0.90546,             0.93124,               0.806,            0.017408,            0.026746,           0.0051777,            0.004819,            0.004819,            0.004819
                 159,            0.021942,            0.032964,           0.0050991,             0.98268,             0.90583,             0.93025,             0.80215,            0.017539,            0.026541,           0.0051896,            0.004786,            0.004786,            0.004786
                 160,            0.021998,            0.031892,           0.0051076,             0.98356,             0.90457,             0.92973,             0.80379,            0.017496,            0.026377,           0.0052019,            0.004753,            0.004753,            0.004753
                 161,            0.021897,            0.032969,           0.0050054,             0.98545,             0.90502,               0.931,             0.80751,            0.017442,            0.026147,           0.0052104,             0.00472,             0.00472,             0.00472
                 162,            0.021505,            0.032331,           0.0049281,             0.97958,             0.90771,             0.93336,             0.80341,            0.017355,            0.026353,           0.0053955,            0.004687,            0.004687,            0.004687
                 163,            0.022016,            0.033326,           0.0049048,             0.97976,             0.90916,             0.93145,             0.80688,            0.017154,            0.026463,            0.005298,            0.004654,            0.004654,            0.004654
                 164,            0.021584,            0.032217,           0.0049328,             0.98673,              0.9123,             0.93141,             0.80394,             0.01729,            0.026764,           0.0051607,            0.004621,            0.004621,            0.004621
                 165,            0.022262,            0.033134,             0.00496,             0.98428,               0.908,              0.9319,              0.8044,            0.017391,            0.026703,            0.005211,            0.004588,            0.004588,            0.004588
                 166,            0.021623,            0.031756,           0.0048629,             0.98017,             0.91162,             0.93173,             0.81029,            0.017152,            0.026235,           0.0052647,            0.004555,            0.004555,            0.004555
                 167,            0.021246,            0.031849,           0.0046868,             0.98767,             0.90555,             0.93343,             0.81052,            0.017146,            0.026108,           0.0051856,            0.004522,            0.004522,            0.004522
                 168,            0.021696,            0.032817,           0.0050517,             0.98083,             0.90712,             0.93248,             0.80829,            0.017312,             0.02638,           0.0052684,            0.004489,            0.004489,            0.004489
                 169,            0.021952,             0.03223,           0.0049664,              0.9844,             0.91142,             0.93252,             0.80847,            0.017167,            0.026212,           0.0052022,            0.004456,            0.004456,            0.004456
                 170,            0.021355,            0.032329,           0.0048358,             0.98907,             0.90946,             0.93308,             0.81025,            0.017143,            0.026138,           0.0051439,            0.004423,            0.004423,            0.004423
                 171,             0.02199,            0.032955,            0.005035,             0.97853,             0.91168,              0.9323,             0.80718,            0.017146,            0.026261,           0.0052382,             0.00439,             0.00439,             0.00439
                 172,            0.022092,            0.032818,           0.0050226,             0.98711,             0.90339,             0.93165,                0.81,            0.017142,            0.026067,           0.0051366,            0.004357,            0.004357,            0.004357
                 173,            0.021888,            0.033694,            0.004921,              0.9819,              0.9145,             0.93259,             0.80926,            0.017113,            0.026013,           0.0051978,            0.004324,            0.004324,            0.004324
                 174,             0.02178,            0.032483,           0.0050219,             0.98334,             0.90726,                0.93,             0.80817,            0.017196,            0.025915,           0.0052653,            0.004291,            0.004291,            0.004291
                 175,            0.021087,            0.031411,           0.0047135,             0.97834,              0.9116,             0.93017,             0.81045,            0.017224,            0.026075,           0.0051647,            0.004258,            0.004258,            0.004258
                 176,            0.021336,            0.031314,           0.0046947,              0.9845,             0.90895,             0.93288,             0.81073,            0.017069,            0.025853,           0.0051827,            0.004225,            0.004225,            0.004225
                 177,             0.02099,            0.031629,           0.0045226,             0.98817,             0.90588,             0.93315,             0.81056,            0.017136,            0.026211,           0.0051872,            0.004192,            0.004192,            0.004192
                 178,            0.021067,            0.031561,           0.0046356,             0.98556,             0.90541,             0.93276,             0.81188,             0.01709,            0.026396,           0.0051991,            0.004159,            0.004159,            0.004159
                 179,            0.021763,            0.032674,           0.0046369,             0.98021,             0.90754,             0.93185,              0.8119,            0.017062,            0.026225,           0.0052389,            0.004126,            0.004126,            0.004126
                 180,            0.021142,            0.031734,             0.00471,              0.9881,             0.90257,             0.93275,             0.81102,            0.017018,            0.026306,           0.0051054,            0.004093,            0.004093,            0.004093
                 181,            0.021043,            0.031361,           0.0046019,             0.98331,             0.90957,             0.93331,             0.81158,            0.017035,            0.026033,           0.0051788,             0.00406,             0.00406,             0.00406
                 182,            0.021281,            0.032639,           0.0046161,             0.98156,             0.90964,             0.93308,             0.81171,            0.017022,            0.026076,            0.005285,            0.004027,            0.004027,            0.004027
                 183,            0.020504,             0.03076,           0.0043849,             0.98312,             0.90907,             0.93304,             0.81382,            0.016925,            0.025877,           0.0052265,            0.003994,            0.003994,            0.003994
                 184,            0.020987,            0.031874,            0.004641,             0.98404,             0.91065,             0.93251,             0.81287,            0.016953,            0.025805,           0.0052223,            0.003961,            0.003961,            0.003961
                 185,            0.020828,            0.031303,           0.0044873,             0.97908,             0.91244,             0.93329,             0.81221,            0.016887,             0.02576,           0.0052349,            0.003928,            0.003928,            0.003928
                 186,            0.020849,            0.030982,           0.0045508,             0.98286,             0.90708,             0.93291,             0.81278,            0.016961,            0.026036,           0.0052455,            0.003895,            0.003895,            0.003895
                 187,            0.020823,            0.031173,           0.0045566,             0.98571,              0.9043,             0.93243,             0.81291,            0.016988,            0.026103,           0.0052269,            0.003862,            0.003862,            0.003862
                 188,            0.020845,            0.031396,           0.0044076,             0.98386,             0.90857,             0.93438,             0.81318,             0.01697,            0.025907,           0.0052122,            0.003829,            0.003829,            0.003829
                 189,            0.020812,            0.031613,           0.0045399,              0.9827,             0.90874,              0.9324,             0.81282,            0.016865,            0.026057,           0.0052491,            0.003796,            0.003796,            0.003796
                 190,            0.020816,            0.031012,           0.0044894,             0.98298,              0.9059,             0.93214,             0.81487,            0.016744,            0.026014,           0.0052345,            0.003763,            0.003763,            0.003763
                 191,            0.020737,            0.032296,           0.0046695,             0.98354,             0.90565,             0.93184,             0.81425,            0.016823,            0.025881,           0.0052176,             0.00373,             0.00373,             0.00373
                 192,            0.020818,            0.031224,           0.0045514,             0.98373,             0.90909,             0.93246,             0.81531,            0.016847,            0.025627,           0.0052058,            0.003697,            0.003697,            0.003697
                 193,            0.020568,            0.030576,           0.0045114,             0.98124,             0.91095,             0.93234,             0.81496,            0.016851,            0.025777,           0.0051265,            0.003664,            0.003664,            0.003664
                 194,            0.020769,            0.031204,           0.0043938,             0.98296,             0.90692,             0.93159,             0.81427,            0.016888,            0.026211,            0.005141,            0.003631,            0.003631,            0.003631
                 195,            0.020198,             0.03073,            0.004306,             0.98508,             0.90638,             0.93386,             0.81534,            0.016844,            0.026031,           0.0051285,            0.003598,            0.003598,            0.003598
                 196,            0.020632,            0.030496,            0.004313,             0.98441,             0.91085,              0.9338,             0.81522,            0.016773,            0.025681,           0.0050459,            0.003565,            0.003565,            0.003565
                 197,            0.020892,            0.031775,           0.0044301,             0.98474,             0.91021,             0.93233,             0.81421,            0.016749,            0.025865,            0.005055,            0.003532,            0.003532,            0.003532
                 198,            0.020618,            0.030529,            0.004401,             0.97826,             0.91128,             0.93261,             0.81581,            0.016756,            0.025502,           0.0050967,            0.003499,            0.003499,            0.003499
                 199,            0.020702,            0.031375,           0.0043282,             0.98425,             0.90523,             0.93096,             0.81519,            0.016785,            0.025712,           0.0051803,            0.003466,            0.003466,            0.003466
                 200,            0.020227,            0.030986,           0.0043069,             0.97885,             0.90992,             0.93222,             0.81313,            0.016868,            0.025926,           0.0051558,            0.003433,            0.003433,            0.003433
                 201,              0.0206,            0.031189,           0.0043454,             0.98231,             0.91088,             0.93105,             0.81379,            0.016741,            0.025929,           0.0050959,              0.0034,              0.0034,              0.0034
                 202,            0.020168,            0.031268,           0.0042769,             0.98242,             0.91106,             0.93136,             0.81451,            0.016697,            0.025632,           0.0050978,            0.003367,            0.003367,            0.003367
                 203,            0.020089,            0.030792,           0.0041944,             0.98193,               0.909,             0.93193,             0.81679,            0.016771,             0.02562,           0.0051916,            0.003334,            0.003334,            0.003334
                 204,            0.020251,            0.030665,           0.0042545,             0.98513,             0.90625,             0.93204,               0.816,            0.016833,            0.025955,           0.0050903,            0.003301,            0.003301,            0.003301
                 205,             0.02033,            0.031189,           0.0043836,             0.98518,             0.90276,             0.93137,             0.81539,            0.016757,            0.025843,           0.0051322,            0.003268,            0.003268,            0.003268
                 206,            0.020111,            0.030485,           0.0043284,             0.98218,             0.90578,             0.93084,             0.81545,             0.01667,            0.025934,           0.0051833,            0.003235,            0.003235,            0.003235
                 207,            0.020168,            0.030954,           0.0042347,             0.98238,             0.90581,             0.93193,             0.81535,             0.01671,             0.02577,           0.0052259,            0.003202,            0.003202,            0.003202
                 208,            0.020162,            0.030538,            0.004397,             0.97675,             0.90873,             0.93204,              0.8169,            0.016651,            0.025569,           0.0051897,            0.003169,            0.003169,            0.003169
                 209,             0.02004,            0.031308,            0.004119,             0.98069,             0.90529,             0.93234,             0.81685,            0.016639,            0.025516,           0.0051631,            0.003136,            0.003136,            0.003136
                 210,            0.019965,            0.030203,           0.0042152,             0.97613,              0.9101,             0.93179,              0.8174,            0.016578,            0.025334,           0.0052444,            0.003103,            0.003103,            0.003103
                 211,            0.019912,            0.029969,           0.0041928,             0.98468,              0.8995,             0.93043,             0.81705,            0.016667,            0.025554,           0.0052716,             0.00307,             0.00307,             0.00307
                 212,            0.019844,            0.030459,           0.0040674,             0.97761,             0.90691,             0.93131,              0.8169,            0.016682,            0.025791,           0.0052989,            0.003037,            0.003037,            0.003037
                 213,            0.019743,             0.03002,           0.0041267,             0.98098,             0.90696,             0.93112,             0.81703,            0.016725,            0.026013,           0.0052335,            0.003004,            0.003004,            0.003004
                 214,            0.019552,            0.029599,           0.0039608,             0.98286,             0.90363,             0.93222,             0.81754,             0.01662,            0.026026,           0.0052332,            0.002971,            0.002971,            0.002971
                 215,             0.01978,            0.030498,             0.00409,             0.98276,             0.90529,             0.93277,             0.81923,             0.01654,             0.02579,           0.0052274,            0.002938,            0.002938,            0.002938
                 216,            0.019824,            0.030423,           0.0040989,             0.98476,             0.90148,             0.93279,             0.81799,            0.016548,            0.025676,           0.0051724,            0.002905,            0.002905,            0.002905
                 217,            0.019451,            0.029495,           0.0040322,             0.97599,             0.90916,             0.93185,             0.81825,            0.016564,            0.025532,           0.0051976,            0.002872,            0.002872,            0.002872
                 218,            0.019701,            0.030282,           0.0040193,             0.98265,             0.91022,             0.93257,             0.81901,            0.016512,            0.025465,           0.0051779,            0.002839,            0.002839,            0.002839
                 219,            0.019786,            0.029617,           0.0039478,             0.98463,             0.90953,             0.93211,             0.82079,            0.016416,            0.025452,           0.0052035,            0.002806,            0.002806,            0.002806
                 220,            0.019423,            0.029521,           0.0039435,             0.97825,             0.91181,             0.93184,             0.81973,            0.016439,            0.025672,           0.0052145,            0.002773,            0.002773,            0.002773
                 221,            0.019282,            0.029551,           0.0038993,             0.98185,             0.90837,             0.93229,             0.82034,            0.016461,            0.025545,           0.0051727,             0.00274,             0.00274,             0.00274
                 222,            0.019436,            0.030027,           0.0039939,             0.98228,             0.90866,             0.93289,             0.82103,            0.016514,            0.025451,           0.0051498,            0.002707,            0.002707,            0.002707
                 223,            0.019265,            0.029742,           0.0039116,             0.98168,             0.90673,             0.93393,             0.82208,            0.016514,            0.025332,           0.0051777,            0.002674,            0.002674,            0.002674
                 224,            0.019413,            0.029362,            0.004025,             0.98287,             0.90847,             0.93287,               0.819,            0.016456,            0.025545,           0.0051831,            0.002641,            0.002641,            0.002641
                 225,            0.019023,            0.028925,           0.0038369,              0.9828,             0.90606,             0.93262,             0.82119,            0.016486,            0.025663,           0.0050891,            0.002608,            0.002608,            0.002608
                 226,            0.019692,            0.029875,           0.0040323,             0.98587,             0.90129,             0.93352,             0.82077,            0.016458,            0.025631,           0.0051274,            0.002575,            0.002575,            0.002575
                 227,            0.019139,            0.029368,            0.003918,             0.97889,             0.91038,             0.93365,             0.81947,            0.016524,            0.025505,           0.0051076,            0.002542,            0.002542,            0.002542
                 228,            0.018896,            0.029694,           0.0038152,             0.98545,              0.9113,             0.93365,             0.82154,            0.016485,            0.025516,           0.0050964,            0.002509,            0.002509,            0.002509
                 229,            0.019193,            0.028657,           0.0039867,             0.98279,             0.91172,             0.93267,              0.8213,            0.016535,            0.025599,           0.0051131,            0.002476,            0.002476,            0.002476
                 230,            0.019254,            0.030241,           0.0039099,             0.98272,             0.90986,             0.93231,             0.82127,            0.016474,             0.02556,           0.0051003,            0.002443,            0.002443,            0.002443
                 231,            0.018356,            0.028488,           0.0035388,             0.98114,             0.91138,              0.9329,             0.82256,            0.016448,            0.025491,           0.0050813,             0.00241,             0.00241,             0.00241
                 232,            0.019282,            0.029414,           0.0038924,             0.97873,             0.91177,             0.93228,             0.82223,            0.016472,            0.025414,           0.0051255,            0.002377,            0.002377,            0.002377
                 233,             0.01894,            0.029548,           0.0038269,             0.98355,             0.90628,              0.9333,             0.82019,            0.016466,            0.025521,           0.0051239,            0.002344,            0.002344,            0.002344
                 234,            0.019353,            0.030144,           0.0039648,             0.98398,             0.90805,             0.93429,             0.82089,            0.016442,            0.025383,            0.005127,            0.002311,            0.002311,            0.002311
                 235,            0.019621,            0.029648,           0.0041054,             0.98023,             0.90947,             0.93377,             0.82115,            0.016494,            0.025582,           0.0051504,            0.002278,            0.002278,            0.002278
                 236,            0.019218,            0.029787,           0.0037477,             0.98555,             0.90721,             0.93354,             0.82142,            0.016404,            0.025607,           0.0051478,            0.002245,            0.002245,            0.002245
                 237,            0.019198,            0.029517,           0.0038581,             0.98651,             0.90658,             0.93467,             0.82304,            0.016424,            0.025505,           0.0050911,            0.002212,            0.002212,            0.002212
                 238,            0.018904,            0.029005,           0.0037902,             0.98748,             0.90795,              0.9337,             0.82371,            0.016408,            0.025528,            0.005107,            0.002179,            0.002179,            0.002179
                 239,            0.019039,            0.029704,           0.0038966,             0.98787,             0.90717,             0.93378,             0.82274,            0.016371,            0.025524,            0.005148,            0.002146,            0.002146,            0.002146
                 240,            0.018551,            0.028761,           0.0036932,             0.98702,             0.91017,             0.93464,             0.82367,            0.016318,            0.025538,           0.0051176,            0.002113,            0.002113,            0.002113
                 241,            0.018437,            0.028613,           0.0036278,             0.98718,             0.90684,             0.93446,             0.82269,            0.016259,            0.025538,           0.0051095,             0.00208,             0.00208,             0.00208
                 242,            0.018571,            0.028743,             0.00371,              0.9872,             0.90879,             0.93335,             0.82213,            0.016265,            0.025562,           0.0050479,            0.002047,            0.002047,            0.002047
                 243,             0.01844,            0.028461,           0.0035258,             0.98504,             0.91008,             0.93321,             0.82183,            0.016291,            0.025625,           0.0050621,            0.002014,            0.002014,            0.002014
                 244,            0.018633,            0.028592,           0.0037635,             0.98591,             0.90992,              0.9336,             0.82302,            0.016319,            0.025614,           0.0050615,            0.001981,            0.001981,            0.001981
                 245,            0.019264,            0.029474,           0.0038301,             0.98387,             0.91032,             0.93387,               0.823,            0.016272,            0.025529,           0.0049996,            0.001948,            0.001948,            0.001948
                 246,            0.018742,            0.029537,           0.0037427,             0.97884,             0.91223,              0.9327,             0.82319,            0.016307,            0.025603,           0.0050701,            0.001915,            0.001915,            0.001915
                 247,            0.018538,            0.028903,           0.0036891,              0.9815,              0.9125,             0.93261,               0.823,            0.016316,            0.025551,           0.0050667,            0.001882,            0.001882,            0.001882
                 248,             0.01836,            0.028439,           0.0036044,             0.98534,             0.90813,              0.9327,             0.82511,            0.016296,            0.025493,           0.0050886,            0.001849,            0.001849,            0.001849
                 249,            0.018125,            0.028786,            0.003481,             0.98458,             0.91131,             0.93313,             0.82579,            0.016273,             0.02543,           0.0050716,            0.001816,            0.001816,            0.001816
                 250,            0.018651,            0.029425,           0.0037045,             0.98812,              0.9079,             0.93342,             0.82499,            0.016259,            0.025403,            0.005099,            0.001783,            0.001783,            0.001783
                 251,            0.018559,            0.029409,           0.0036594,              0.9892,             0.90693,             0.93327,             0.82412,            0.016271,            0.025481,           0.0051506,             0.00175,             0.00175,             0.00175
                 252,            0.018222,            0.029212,           0.0034848,             0.98739,             0.90746,              0.9328,             0.82497,            0.016316,            0.025608,           0.0051672,            0.001717,            0.001717,            0.001717
                 253,            0.018422,            0.028998,           0.0035583,             0.98766,             0.90753,             0.93213,             0.82274,            0.016335,            0.025563,           0.0051232,            0.001684,            0.001684,            0.001684
                 254,            0.018388,            0.028784,           0.0035732,             0.98824,             0.90903,             0.93307,             0.82212,            0.016311,            0.025517,           0.0050911,            0.001651,            0.001651,            0.001651
                 255,            0.018479,            0.028617,           0.0036564,             0.98674,             0.90879,             0.93312,             0.82156,            0.016315,            0.025575,           0.0050922,            0.001618,            0.001618,            0.001618
                 256,            0.018627,            0.028722,           0.0037281,             0.98517,             0.90842,             0.93341,             0.82254,             0.01628,            0.025589,           0.0051192,            0.001585,            0.001585,            0.001585
                 257,            0.018148,            0.027838,           0.0035894,             0.98512,             0.90951,             0.93343,             0.82353,            0.016327,            0.025603,           0.0051389,            0.001552,            0.001552,            0.001552
                 258,            0.018156,            0.028461,           0.0035821,             0.98639,             0.90842,             0.93283,             0.82505,             0.01633,            0.025561,           0.0051747,            0.001519,            0.001519,            0.001519
                 259,            0.018476,            0.028866,           0.0036301,             0.98539,             0.90858,             0.93277,             0.82407,            0.016305,            0.025627,           0.0051571,            0.001486,            0.001486,            0.001486
                 260,            0.018037,            0.027994,           0.0034788,             0.98643,             0.90885,             0.93286,              0.8241,            0.016291,            0.025567,           0.0051322,            0.001453,            0.001453,            0.001453
                 261,            0.018087,             0.02818,           0.0034241,             0.98599,             0.90895,              0.9331,             0.82553,            0.016245,            0.025419,           0.0051292,             0.00142,             0.00142,             0.00142
                 262,            0.017533,            0.027061,           0.0032862,              0.9845,             0.91218,             0.93294,             0.82406,            0.016215,            0.025434,           0.0051345,            0.001387,            0.001387,            0.001387
                 263,             0.01807,            0.028073,           0.0033895,             0.98327,             0.91101,             0.93299,             0.82424,            0.016218,            0.025441,            0.005109,            0.001354,            0.001354,            0.001354
                 264,            0.018081,            0.028322,           0.0035136,              0.9833,              0.9105,             0.93322,             0.82587,            0.016223,            0.025447,           0.0051266,            0.001321,            0.001321,            0.001321
                 265,            0.018326,            0.028481,           0.0035572,             0.98617,             0.90774,             0.93401,             0.82605,            0.016266,            0.025404,           0.0051459,            0.001288,            0.001288,            0.001288
                 266,            0.018207,            0.028209,           0.0034898,              0.9876,             0.90813,             0.93402,              0.8248,            0.016279,            0.025394,           0.0051932,            0.001255,            0.001255,            0.001255
                 267,            0.018404,            0.028571,           0.0035235,             0.98589,             0.90795,             0.93439,             0.82568,            0.016286,            0.025476,           0.0052131,            0.001222,            0.001222,            0.001222
                 268,            0.018203,            0.028681,            0.003491,             0.98578,             0.90663,             0.93371,             0.82534,            0.016273,            0.025602,            0.005193,            0.001189,            0.001189,            0.001189
                 269,            0.018232,            0.028577,           0.0035264,             0.98533,             0.90613,             0.93348,             0.82522,            0.016227,            0.025559,           0.0052152,            0.001156,            0.001156,            0.001156
                 270,            0.017809,            0.028157,            0.003424,             0.98446,             0.90803,             0.93348,             0.82596,            0.016191,            0.025511,           0.0051935,            0.001123,            0.001123,            0.001123
                 271,            0.017685,            0.027935,           0.0033497,             0.98639,              0.9073,             0.93324,              0.8258,            0.016181,            0.025538,           0.0052164,             0.00109,             0.00109,             0.00109
                 272,            0.017823,             0.02785,           0.0034612,             0.98741,             0.90674,             0.93352,             0.82596,            0.016167,            0.025488,            0.005231,            0.001057,            0.001057,            0.001057
                 273,            0.018125,            0.028434,           0.0035463,             0.98822,             0.90652,             0.93393,              0.8273,            0.016174,            0.025428,           0.0052557,            0.001024,            0.001024,            0.001024
                 274,            0.018225,            0.028129,           0.0035316,             0.98665,             0.90871,             0.93391,             0.82682,            0.016188,            0.025433,           0.0052608,            0.000991,            0.000991,            0.000991
                 275,            0.017514,            0.027059,           0.0032159,             0.98716,             0.90646,             0.93379,             0.82712,            0.016181,            0.025392,           0.0052847,            0.000958,            0.000958,            0.000958
                 276,            0.018286,            0.028506,             0.00363,             0.98466,             0.90768,             0.93383,             0.82685,            0.016172,            0.025439,           0.0052788,            0.000925,            0.000925,            0.000925
                 277,            0.017901,            0.028352,           0.0035053,             0.98706,             0.90752,             0.93371,             0.82786,            0.016159,            0.025493,           0.0052624,            0.000892,            0.000892,            0.000892
                 278,            0.017843,            0.028043,           0.0034215,               0.986,              0.9078,             0.93373,             0.82667,            0.016163,            0.025386,           0.0052536,            0.000859,            0.000859,            0.000859
                 279,            0.017298,            0.026948,           0.0032639,             0.98485,              0.9096,             0.93359,             0.82805,            0.016144,             0.02535,           0.0052248,            0.000826,            0.000826,            0.000826
                 280,            0.017527,            0.027744,           0.0032734,             0.98654,             0.90802,             0.93377,             0.82889,            0.016155,            0.025392,           0.0052068,            0.000793,            0.000793,            0.000793
                 281,            0.017428,            0.027142,           0.0032936,             0.98493,             0.90861,             0.93388,             0.82821,             0.01615,            0.025459,           0.0052054,             0.00076,             0.00076,             0.00076
                 282,            0.017638,            0.027739,           0.0032752,             0.98652,             0.90681,             0.93385,             0.82833,            0.016157,            0.025508,           0.0052163,            0.000727,            0.000727,            0.000727
                 283,            0.017878,            0.028228,           0.0033767,             0.98416,             0.90935,             0.93377,             0.82761,            0.016152,             0.02554,           0.0052454,            0.000694,            0.000694,            0.000694
                 284,             0.01738,            0.027165,           0.0032226,             0.98084,             0.91113,             0.93363,             0.82841,            0.016149,             0.02555,            0.005257,            0.000661,            0.000661,            0.000661
                 285,            0.017574,            0.027625,           0.0032504,             0.98496,             0.90853,             0.93366,             0.82779,            0.016146,            0.025523,           0.0052741,            0.000628,            0.000628,            0.000628
                 286,            0.017599,            0.027707,           0.0034125,             0.98599,             0.90879,             0.93367,             0.82761,            0.016131,            0.025478,           0.0052681,            0.000595,            0.000595,            0.000595
                 287,            0.017153,            0.027157,           0.0031402,             0.98591,             0.90925,             0.93361,             0.82723,            0.016143,            0.025491,           0.0052648,            0.000562,            0.000562,            0.000562
                 288,            0.017533,            0.027632,           0.0032637,             0.98579,             0.90996,             0.93341,             0.82796,            0.016132,            0.025514,           0.0052522,            0.000529,            0.000529,            0.000529
                 289,            0.017339,            0.026883,           0.0032216,             0.98157,             0.91032,             0.93361,             0.82869,            0.016125,            0.025497,           0.0052589,            0.000496,            0.000496,            0.000496
                 290,            0.017504,             0.02737,           0.0033327,             0.98222,             0.91025,             0.93373,             0.82859,            0.016127,            0.025517,           0.0052596,            0.000463,            0.000463,            0.000463
                 291,            0.017653,            0.028093,           0.0032873,             0.98228,             0.91117,             0.93386,             0.82852,            0.016118,             0.02553,            0.005267,             0.00043,             0.00043,             0.00043
                 292,            0.017212,            0.027049,           0.0032252,             0.98277,             0.91166,             0.93388,             0.82954,            0.016112,            0.025488,           0.0052658,            0.000397,            0.000397,            0.000397
                 293,            0.017201,              0.0271,           0.0032382,             0.98286,             0.91171,             0.93389,             0.82906,            0.016111,            0.025481,           0.0052666,            0.000364,            0.000364,            0.000364
                 294,            0.017815,             0.02795,           0.0034081,             0.98417,             0.91072,             0.93395,             0.82925,             0.01611,            0.025508,           0.0052708,            0.000331,            0.000331,            0.000331
                 295,            0.017163,            0.027357,           0.0030971,             0.98243,             0.91286,             0.93404,             0.82881,            0.016095,              0.0255,           0.0052777,            0.000298,            0.000298,            0.000298
                 296,            0.017444,            0.027781,           0.0032942,             0.98406,             0.91205,             0.93406,             0.83008,            0.016097,            0.025524,           0.0052835,            0.000265,            0.000265,            0.000265
                 297,             0.01735,            0.027473,           0.0031792,             0.98462,             0.91136,             0.93401,             0.82971,            0.016082,            0.025506,           0.0052936,            0.000232,            0.000232,            0.000232
                 298,            0.017368,            0.027423,           0.0033048,             0.98234,             0.91183,             0.93407,             0.83022,            0.016072,            0.025488,           0.0052979,            0.000199,            0.000199,            0.000199
                 299,            0.017286,            0.026841,           0.0033671,             0.98404,             0.91127,             0.93412,             0.83101,            0.016072,            0.025477,           0.0052985,            0.000166,            0.000166,            0.000166
